LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
1004761003,A B KITCHEN CABINETS INC,HIALEAH,FL,33010,WELLS FARGO BANK NATL ASSOC,NC,0,13-Aug-71,1972,60,40,1,0,0,0,0,N,N,31-Oct-88,25-Oct-71,"$100,000.00",$0.00,CHGOFF,"$46,813.00","$100,000.00","$75,000.00"
1004765009,Nasser K. Antonious dba Sunnyv,SUNNYVALE,CA,94087,CALIFORNIA BANK & TRUST,CA,621210,03-Jul-01,2001,36,2,1,0,0,1,0,Y,N,,31-Jul-01,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1004774005,"UNIVERSAL TECHNOLOGIES, L.L.P.",NIXA,MO,65714,EMPIRE BANK,MO,541511,03-Mar-97,1997,60,5,2,0,0,1,0,N,N,,30-Apr-97,"$28,000.00",$0.00,P I F,$0.00,"$28,000.00","$22,400.00"
1004775001,"Jose de Jesus Fuentes, Jr. dba",TECATE,CA,91980,CALIFORNIA BANK & TRUST,CA,484210,06-Jul-01,2001,82,1,1,0,0,1,0,Y,N,,31-Aug-01,"$20,000.00",$0.00,P I F,$0.00,"$20,000.00","$10,000.00"
1004785004,"Telemetry Solutions, Inc.",CONCORD,CA,94520,CALIFORNIA BANK & TRUST,CA,335999,11-Jul-01,2001,36,3,1,0,0,1,0,Y,N,,31-Oct-01,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1004786000,SNIP-ITS,RENO,NV,89501,NEVADA STATE BANK,NV,812112,07-Feb-06,2006,120,1,2,8,0,75982,1,0,N,,28-Feb-06,"$221,200.00",$0.00,P I F,$0.00,"$221,200.00","$165,900.00"
1004794000,"SCOSAX OF GEORGIA, INC",SAVANNAH,GA,31401,AMERIS BANK,GA,0,03-Mar-97,1997,36,8,2,0,0,1,0,N,Y,,31-Oct-97,"$78,000.00",$0.00,P I F,$0.00,"$78,000.00","$62,400.00"
1004795007,"Melvin R. Helm, MD, Inc. dba T",FRESNO,CA,93720,CALIFORNIA BANK & TRUST,CA,621111,11-Jul-01,2001,36,5,2,0,0,1,0,Y,N,,31-Jul-01,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1004805008,"Interchange Payment Solutions,",SANTA ANA,CA,92707,CALIFORNIA BANK & TRUST,CA,561990,11-Jul-01,2001,36,3,1,0,0,1,0,Y,N,,29-Feb-04,"$32,000.00",$0.00,P I F,$0.00,"$32,000.00","$16,000.00"
1004815000,RM Electronics Inc,SAN MARCOS,CA,92069,CALIFORNIA BANK & TRUST,CA,422990,11-Jul-01,2001,36,5,1,0,0,1,0,Y,N,,31-Aug-01,"$25,000.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1004816007,CAPITOL MOTORCARS INC AND CAPI,ALPHARETTA,GA,30004,CORNERSTONEBANK,GA,441110,07-Feb-06,2006,60,42,1,2,44,1,1,0,N,,28-Feb-06,"$180,500.00",$0.00,P I F,$0.00,"$180,500.00","$135,375.00"
1004825003,"Solorio, Inc.",ORANGE,CA,92867,CALIFORNIA BANK & TRUST,CA,235210,11-Jul-01,2001,36,3,1,0,0,1,0,Y,N,,31-Jul-01,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1004826010,TONY'S MOBIL SERVICE INC AND J,SOUTH BEND,IN,46628,1ST SOURCE BANK,IN,447190,07-Feb-06,2006,62,11,1,0,11,1,2,0,N,,30-Apr-06,"$22,500.00",$0.00,P I F,$0.00,"$22,500.00","$11,250.00"
1004834010,SANTA FE MOTEL,SOUTH GATE,CA,90280,CALIFORNIA BANK & TRUST,CA,0,03-Mar-97,1997,300,1,1,0,0,1,0,0,N,,30-Apr-97,"$405,000.00",$0.00,P I F,$0.00,"$405,000.00","$303,750.00"
1004835006,Aaamerican Pacific Manufacture,SAN MARCOS,CA,92069,CALIFORNIA BANK & TRUST,CA,453930,11-Jul-01,2001,36,17,1,0,0,1,0,Y,N,,31-Jul-01,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1004836002,ACCURATE APPRAISAL LLC,MENASHA,WI,54952,THE BUSINESS BANK,WI,531320,07-Feb-06,2006,36,17,1,0,17,1,2,Y,N,,30-Jun-06,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1004845009,Wolf Environmental Lining Syst,SUTTER CREEK,CA,95685,CALIFORNIA BANK & TRUST,CA,541330,12-Jul-01,2001,36,4,1,0,0,1,0,Y,N,,31-Jul-01,"$75,000.00",$0.00,P I F,$0.00,"$75,000.00","$37,500.00"
1004855001,"San Diego Copy, Inc. which wil",SAN DIEGO,CA,92117,CALIFORNIA BANK & TRUST,CA,561439,17-Jul-01,2001,36,8,1,0,0,1,0,Y,N,,31-Aug-01,"$80,000.00",$0.00,P I F,$0.00,"$80,000.00","$40,000.00"
1004856008,S & S HOT DOG,LYNNWOOD,WA,98087,HERITAGE BANK,WA,722330,07-Feb-06,2006,68,1,1,0,1,90725,1,0,N,,31-Mar-06,"$55,500.00",$0.00,P I F,$0.00,"$55,500.00","$47,175.00"
1004865004,Alpine Metals,SOUTH LAKE TAHOE,CA,96150,WELLS FARGO BANK NATL ASSOC,CA,332322,18-Jul-01,2001,300,7,1,0,0,1,0,N,N,,31-Jul-01,"$823,000.00",$0.00,P I F,$0.00,"$823,000.00","$617,250.00"
1004874000,FLORENCE MACARONI MANUFACTURIN,CHICAGO,IL,60651,URBAN PARTNERSHIP BANK,IL,311823,03-Mar-97,1997,84,16,1,0,0,1,0,0,N,,28-Feb-01,"$65,000.00",$0.00,P I F,$0.00,"$65,000.00","$48,750.00"
1004875007,"Rhee's Fashion Co., Inc.",LOS ANGELES,CA,90014,CALIFORNIA BANK & TRUST,CA,315211,18-Jul-01,2001,12,65,1,0,0,1,0,Y,N,19-Aug-10,31-Jul-01,"$100,000.00",$0.00,CHGOFF,"$23,982.00","$100,000.00","$50,000.00"
1004885010,PU Digital,MOUNTAIN VIEW,CA,94043,CALIFORNIA BANK & TRUST,CA,326191,19-Jul-01,2001,36,3,1,0,0,1,0,N,N,,31-Jul-01,"$46,000.00",$0.00,P I F,$0.00,"$46,000.00","$23,000.00"
1004895002,"C.E.M. Electric, Inc.",EL CAJON,CA,92021,CALIFORNIA BANK & TRUST,CA,235310,19-Jul-01,2001,36,8,1,0,0,1,0,Y,N,,31-Jul-01,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1004896009,Q & P MARKET INC,BROOKLYN,NY,11226,WELLS FARGO BANK NATL ASSOC,SD,424490,07-Feb-06,2006,0,10,1,7,10,1,1,Y,N,06-Apr-11,31-Mar-06,"$41,847.00",$0.00,CHGOFF,"$19,695.00","$30,000.00","$15,000.00"
1004905003,"M & J Promotions, Inc.",TEMECULA,CA,92592,CALIFORNIA BANK & TRUST,CA,541613,19-Jul-01,2001,36,2,1,0,0,1,0,Y,N,,30-Sep-02,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1004906010,EUROPEAN BAKERY & MORE INC,CUMMING,GA,30040,JPMORGAN CHASE BANK NATL ASSOC,NV,445291,07-Feb-06,2006,84,3,1,0,3,1,2,Y,N,,28-Feb-06,"$47,746.00",$0.00,P I F,$0.00,"$30,000.00","$15,000.00"
1004914010,KAZURI AMERICAN LIMITED LIABIL,BRIDGTON,ME,4009,KEYBANK NATIONAL ASSOCIATION,OH,421940,03-Mar-97,1997,60,9,1,0,0,1,0,0,N,,31-Mar-97,"$30,000.00",$0.00,P I F,$0.00,"$30,000.00","$15,000.00"
1004915006,Ben & Jerry's Homemade,SAN JOSE,CA,95113,WELLS FARGO BANK NATL ASSOC,SD,445299,23-Jul-01,2001,120,10,1,0,0,9802,0,N,N,,31-Aug-01,"$225,000.00",$0.00,P I F,$0.00,"$225,000.00","$168,750.00"
1004925009,"C-Tech Systems, LLC",SACRAMENTO,CA,95825,CALIFORNIA BANK & TRUST,CA,443120,25-Jul-01,2001,3,8,1,0,0,1,0,Y,N,01-Jul-10,31-Aug-01,"$100,000.00",$0.00,CHGOFF,"$84,092.00","$100,000.00","$50,000.00"
1004926005,TRM LLC,HOBBS,NM,88240,WESTERN COMMERCE BANK,NM,213112,07-Feb-06,2006,60,7,1,1,7,1,2,0,N,,28-Feb-06,"$125,000.00",$0.00,P I F,$0.00,"$125,000.00","$62,500.00"
1004933009,TAYLOR BROTHERS COMPANY,CLEVELAND,OH,44114,,,0,08-Jul-80,1980,120,18,2,0,0,0,0,N,N,08-Feb-89,21-Aug-80,"$275,000.00",$0.00,CHGOFF,"$181,916.00","$275,000.00","$247,500.00"
1004934005,IRVINE TOW,IRVINE,CA,92714,CALIFORNIA BANK & TRUST,CA,0,03-Mar-97,1997,300,10,1,0,0,1,0,0,N,,30-Apr-97,"$1,046,000.00",$0.00,P I F,$0.00,"$1,080,000.00","$749,952.00"
1004935001,"Shinsei International, Inc.",HUNTINGTON BEACH,CA,92646,CALIFORNIA BANK & TRUST,CA,422990,26-Jul-01,2001,35,3,1,0,0,1,0,Y,N,14-Jun-06,31-Jul-01,"$30,000.00",$0.00,CHGOFF,"$19,000.00","$30,000.00","$15,000.00"
1004936008,PHILLIP ZELLER,EL CAJON,CA,92020,JPMORGAN CHASE BANK NATL ASSOC,IL,337110,07-Feb-06,2006,11,14,1,0,14,1,2,Y,N,24-Jul-12,31-May-06,"$145,011.00",$0.00,CHGOFF,"$10,510.00","$50,000.00","$25,000.00"
1004945004,"Piranio Knepp Chiropractic, In",SAN DIEGO,CA,92177,CALIFORNIA BANK & TRUST,CA,621310,30-Jul-01,2001,36,2,1,0,0,1,0,Y,N,,31-Aug-01,"$20,000.00",$0.00,P I F,$0.00,"$20,000.00","$10,000.00"
1004954000,CALDWELL MEGNA,TRENTON,NJ,8608,BANCO POPULAR NORTH AMERICA,NJ,541110,03-Mar-97,1997,300,4,2,0,0,1,0,0,N,,31-Jul-97,"$225,000.00",$0.00,P I F,$0.00,"$225,000.00","$168,750.00"
1004955007,"Gen Velen dba ""Right Choice """,SACRAMENTO,CA,95821,CALIFORNIA BANK & TRUST,CA,541430,31-Jul-01,2001,83,1,1,0,0,1,0,Y,N,,31-Aug-01,"$36,700.00",$0.00,P I F,$0.00,"$22,000.00","$11,000.00"
1004965010,Josefina Buenavenyura dba Smil,LOS ANGELES,CA,90025,CALIFORNIA BANK & TRUST,CA,339116,31-Jul-01,2001,36,1,1,0,0,1,0,Y,N,,31-Aug-01,"$12,000.00",$0.00,P I F,$0.00,"$12,000.00","$6,000.00"
1004966006,MIDWEST GROUNDS MAINTENANCE CO,MAPLEWOOD,MN,55109,SPEDCO,MN,561730,07-Feb-06,2006,240,5,1,1,1,1,1,0,N,,17-May-06,"$147,000.00",$0.00,P I F,$0.00,"$147,000.00","$147,000.00"
1004974006,"PLAZA PIZZA, INC.",SAN ANTONIO,TX,78221,BANK OF AMERICA NATL ASSOC,OR,0,03-Mar-97,1997,5,2,2,0,0,17205,0,0,N,12-Sep-07,31-Jul-97,"$112,000.00",$0.00,CHGOFF,"$36,008.00","$112,000.00","$84,000.00"
1004975002,Ut V. Khuu dba Hamilton Liquor,HUNTINGTON BEACH,CA,92646,CALIFORNIA BANK & TRUST,CA,445310,31-Jul-01,2001,60,2,1,0,0,1,0,N,N,,31-Aug-01,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1004976009,"SH SUPPLY, INC",LOS ANGELES,CA,90021,WELLS FARGO BANK NATL ASSOC,SD,424320,07-Feb-06,2006,17,20,2,1,20,1,1,Y,N,23-Sep-11,30-Apr-06,"$107,255.00",$0.00,CHGOFF,"$45,000.00","$45,000.00","$22,500.00"
1004984009,DICKEY'S BARBECUE PIT,DALLAS,TX,75201,LOANS FROM OLD CLOSED LENDERS,DC,0,03-Mar-97,1997,120,21,2,0,0,23379,0,0,N,,31-Aug-97,"$190,000.00",$0.00,P I F,$0.00,"$190,000.00","$142,500.00"
1004985005,"Peterson, Slater & Osborne Acc",INDIO,CA,92201,CALIFORNIA BANK & TRUST,CA,541211,01-Aug-01,2001,84,9,1,0,0,1,0,N,N,,31-Aug-01,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1004986001,AUZSTON ENTERPRISES,GALVESTON,TX,77551,BBCN BANK,CA,235110,07-Feb-06,2006,69,3,2,2,3,1,1,0,N,13-Nov-07,28-Feb-06,"$5,000.00",$0.00,CHGOFF,"$4,870.00","$5,000.00","$4,250.00"
1004995008,Chonghee Jane Kim dba Jane Kim,LOS ANGELES,CA,90010,CALIFORNIA BANK & TRUST,CA,541211,01-Aug-01,2001,36,3,1,0,0,1,0,Y,N,,31-Aug-01,"$85,000.00",$0.00,P I F,$0.00,"$85,000.00","$42,500.00"
1005004010,"MEDICAL COMFORT SYSTEMS, INC.",LEXINGTON,SC,29073,BUSINESS DEVEL CORP OF SO. CAR,SC,0,03-Mar-97,1997,84,11,1,0,0,1,0,0,N,,30-Jun-97,"$424,000.00",$0.00,P I F,$0.00,"$424,000.00","$318,000.00"
1005005006,"Winset, Inc. dba Bankers Hill",SAN DIEGO,CA,92103,CALIFORNIA BANK & TRUST,CA,531210,01-Aug-01,2001,36,10,1,0,0,1,0,Y,N,,31-Aug-01,"$30,000.00",$0.00,P I F,$0.00,"$30,000.00","$15,000.00"
1005015009,"Michael's Roofing Company, Inc",REDLANDS,CA,92373,CALIFORNIA BANK & TRUST,CA,235610,02-Aug-01,2001,21,50,1,0,0,1,0,Y,N,19-Oct-10,31-Aug-01,"$50,000.00",$0.00,CHGOFF,"$28,554.00","$50,000.00","$25,000.00"
1005016005,JOHNSON TRUCKING COMPANY INC,SUITLAND,MD,20746,HOME LOAN INVEST BANK F.S.B.,RI,484110,07-Feb-06,2006,120,2,1,0,2,1,1,0,N,,28-Feb-06,"$459,000.00",$0.00,P I F,$0.00,"$459,000.00","$344,250.00"
1005025001,Paul Hogg dba Nutrafoods,SANTA MONICA,CA,90403,CALIFORNIA BANK & TRUST,CA,325411,02-Aug-01,2001,120,1,1,0,0,1,0,Y,N,,31-Aug-01,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1005034008,"PLAZA PIZZA, INC.",SAN ANTONIO,TX,78221,BANK OF AMERICA NATL ASSOC,OR,0,03-Mar-97,1997,90,2,2,0,0,17205,0,0,N,,31-Jul-97,"$88,000.00",$0.00,P I F,$0.00,"$88,000.00","$66,000.00"
1005035004,"Optima Health Care Products, I",LOS ANGELES,CA,90032,CALIFORNIA BANK & TRUST,CA,421450,03-Aug-01,2001,83,4,1,0,0,1,0,Y,N,,31-Aug-01,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1005036000,THE PET PANTRY INC,WAVELAND,MS,39576,WHITNEY BANK,MS,453910,07-Feb-06,2006,86,2,1,2,2,1,2,0,N,12-Jan-11,31-Aug-06,"$93,000.00",$0.00,CHGOFF,"$44,451.00","$93,000.00","$79,050.00"
1005045007,Talent Air,WESTMINSTER,CA,92683,CALIFORNIA BANK & TRUST,CA,235110,03-Aug-01,2001,36,30,1,0,0,1,0,Y,N,,31-Aug-01,"$50,108.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1005055010,"PCS Supermart, Inc. dba Nobel",LOS ANGELES,CA,90005,CALIFORNIA BANK & TRUST,CA,443112,08-Aug-01,2001,36,5,1,0,0,1,0,Y,N,,31-Aug-01,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1005064006,"AIR CROP CARE, INC.",BELLE GLADE,FL,33430,WELLS FARGO BANK NATL ASSOC,SD,0,03-Mar-97,1997,120,12,1,0,0,1,0,0,N,,30-Apr-97,"$450,000.00",$0.00,P I F,$0.00,"$450,000.00","$337,500.00"
1005065002,"Airlift (USA), Inc",LOS ANGELES,CA,90045,CALIFORNIA BANK & TRUST,CA,488510,08-Aug-01,2001,60,3,1,0,0,1,0,N,N,,31-Aug-01,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1005074009,HARRY J & KATHRYN L FRAZIER &,OSWEGO,NY,13126,KEYBANK NATIONAL ASSOCIATION,OH,0,03-Mar-97,1997,84,1,1,0,0,1,0,0,N,,30-Jun-98,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1005075005,"Software Solutions Group, Inc.",LOS ANGELES,CA,90045,CALIFORNIA BANK & TRUST,CA,541512,08-Aug-01,2001,60,25,1,0,0,1,0,N,N,,31-Aug-01,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1005085008,Irma C. Edmonds dba Edmonds La,FRESNO,CA,93711,CALIFORNIA BANK & TRUST,CA,541110,09-Aug-01,2001,36,1,1,0,0,1,0,Y,N,,31-Oct-02,"$92,000.00",$0.00,P I F,$0.00,"$92,000.00","$46,000.00"
1005094004,"NEW CENTURY PHARMACEUTICALS, I",HUNTSVILLE,AL,35824,ALABAMA COMMUN DEVEL CORP,AL,325412,03-Mar-97,1997,240,25,2,25,0,1,0,N,N,,15-Apr-98,"$360,000.00",$0.00,P I F,$0.00,"$372,000.00","$372,000.00"
1005095000,Tasha T. Baines dba First Sear,FREMONT,CA,94536,CALIFORNIA BANK & TRUST,CA,561310,16-Aug-01,2001,43,3,1,0,0,1,0,Y,N,04-Mar-08,31-Aug-01,"$20,000.00",$0.00,CHGOFF,"$14,064.00","$20,000.00","$10,000.00"
1005104005,ABQ PAVING,ALBUQUERQUE,NM,87112,COMM. SERVICES OF PERRY INC,IA,234110,03-Mar-97,1997,91,8,2,0,0,1,0,N,N,13-Jul-01,30-Apr-97,"$104,300.00",$0.00,CHGOFF,"$63,648.00","$104,300.00","$78,225.00"
1005105001,"Petro Clean, Inc.",COSTA MESA,CA,92627,CALIFORNIA BANK & TRUST,CA,562910,17-Aug-01,2001,83,1,1,0,0,1,0,Y,N,,31-Aug-01,"$60,000.00",$0.00,P I F,$0.00,"$60,000.00","$30,000.00"
1005115004,"East County Tax Professionals,",SANTEE,CA,92071,CALIFORNIA BANK & TRUST,CA,541214,20-Aug-01,2001,36,4,1,0,0,1,0,N,N,,31-Aug-01,"$17,143.00",$0.00,P I F,$0.00,"$40,000.00","$20,000.00"
1005124000,CUP O'JOES CAFE,MCHENRY,IL,60050,JPMORGAN CHASE BANK NATL ASSOC,IL,0,03-Mar-97,1997,90,2,1,0,0,1,0,0,N,,30-Jun-97,"$27,000.00",$0.00,P I F,$0.00,"$27,000.00","$21,600.00"
1005125007,Gregory W. Hall dba Hearing He,SAN MARCOS,CA,92069,CALIFORNIA BANK & TRUST,CA,621340,21-Aug-01,2001,36,1,1,0,0,1,0,Y,N,,31-Aug-01,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1005135010,"Top Sing, Inc.",LOS ANGELES,CA,90014,CALIFORNIA BANK & TRUST,CA,315231,22-Aug-01,2001,36,50,1,0,0,1,0,Y,N,,31-Oct-01,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1005144006,"SECOND SOLE OF NEWARK, INC.",NEWARK,OH,43055,KEYBANK NATIONAL ASSOCIATION,OH,448210,03-Mar-97,1997,84,3,1,0,0,1,0,N,Y,,30-Jun-98,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$40,000.00"
1005145002,Paul Darricarrere dba Buggy Wh,LOS ANGELES,CA,90045,CALIFORNIA BANK & TRUST,CA,722110,27-Aug-01,2001,84,45,1,0,0,1,0,Y,N,,31-Aug-01,"$75,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1005154009,WATERFALL CAR WASH,LEWISVILLE,TX,75067,"BUSINESS LOAN CENTER, LLC",SC,811192,03-Mar-97,1997,288,20,1,0,0,1,0,0,N,,31-Mar-97,"$1,200,000.00",$0.00,P I F,$0.00,"$1,200,000.00","$750,000.00"
1005155005,Fran B. Zone dba Zone Communic,SAN FRANCISCO,CA,94104,CALIFORNIA BANK & TRUST,CA,541820,30-Aug-01,2001,36,1,1,0,0,1,0,Y,N,,31-Oct-01,"$73,250.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1005165008,Leku Eder Inc.,DANVILLE,CA,94526,CALIFORNIA BANK & TRUST,CA,453310,04-Sep-01,2001,89,3,1,0,0,1,0,Y,N,,31-Oct-01,"$80,000.00",$0.00,P I F,$0.00,"$80,000.00","$40,000.00"
1005174004,GRANDECKER'S,SEATTLE,WA,98117,WELLS FARGO BANK NATL ASSOC,SD,0,03-Mar-97,1997,84,1,1,0,0,1,0,0,N,,31-Jul-97,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$75,000.00"
1005175000,Computer Rescue Corporation,SAN DIEGO,CA,92121,CALIFORNIA BANK & TRUST,CA,443120,04-Sep-01,2001,36,6,1,0,0,1,0,Y,N,,31-Oct-01,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1005184007,THE GREEK'S MATTRESS WAREHOUSE,CORONA,CA,91719,COMERICA BANK,TX,0,03-Mar-97,1997,276,8,1,0,0,1,0,0,N,,31-Mar-97,"$625,000.00",$0.00,P I F,$0.00,"$625,000.00","$468,750.00"
1005185003,CONNEX ELECTRONICS CORPORATION,FREMONT,CA,94538,WELLS FARGO BANK NATL ASSOC,SD,421610,07-Sep-01,2001,84,9,1,0,0,1,0,N,N,,30-Sep-01,"$200,000.00",$0.00,P I F,$0.00,"$200,000.00","$150,000.00"
1005194010,"BOBSCOTT, LTD.",WESTERVILLE,OH,43081,JPMORGAN CHASE BANK NATL ASSOC,IL,451110,03-Mar-97,1997,92,1,2,0,0,1,0,0,N,,30-Nov-97,"$166,500.00",$0.00,P I F,$0.00,"$166,500.00","$124,875.00"
1005195006,Bashar Jabro dba Georgia's Liq,ESCONDIDO,CA,92025,CALIFORNIA BANK & TRUST,CA,445120,12-Sep-01,2001,82,2,1,0,0,1,0,Y,N,,31-Oct-01,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1005214003,"TAYLOR'S AUTO BODY, INC.",LOUISVILLE,KY,40219,"PNC BANK, NATIONAL ASSOCIATION",KY,811121,03-Mar-97,1997,240,4,1,0,0,1,0,0,N,,31-Mar-97,"$464,000.00",$0.00,P I F,$0.00,"$464,000.00","$348,000.00"
1005215010,"Jeffrey S. Shelby, M.D.",FRESNO,CA,93720,CALIFORNIA BANK & TRUST,CA,621111,12-Sep-01,2001,36,3,1,0,0,1,0,Y,N,,31-Oct-01,"$20,000.00",$0.00,P I F,$0.00,"$20,000.00","$10,000.00"
1005224006,TIMBERDOODLE GIFTS,ALEXANDRIA,MN,56308,BREMER BANK NATL ASSOC,MN,452990,03-Mar-97,1997,183,3,2,0,0,1,0,0,N,,31-Jan-99,"$133,000.00",$0.00,P I F,$0.00,"$133,000.00","$99,750.00"
1005225002,"Jeffrey S. Shelby, M. D.",FRESNO,CA,93720,CALIFORNIA BANK & TRUST,CA,621111,12-Sep-01,2001,60,3,1,0,0,1,0,N,N,,31-Oct-01,"$30,000.00",$0.00,P I F,$0.00,"$30,000.00","$15,000.00"
1005234009,"ERIC L. EISEN DVM, PC.",LAKEWOOD,CO,80226,WELLS FARGO BANK NATL ASSOC,SD,541940,03-Mar-97,1997,120,2,1,0,0,1,0,0,N,,30-Apr-97,"$128,000.00",$0.00,P I F,$0.00,"$128,000.00","$96,000.00"
1005235005,"The Soto Company, Inc.",CAPISTRANO BEACH,CA,92624,CALIFORNIA BANK & TRUST,CA,561730,14-Sep-01,2001,84,97,1,0,0,1,0,Y,N,,31-Oct-01,"$50,119.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1005244001,"JB BUILDERS GROUP, INC.",CANFIELD,OH,44406,WELLS FARGO BANK NATL ASSOC,SD,233210,03-Mar-97,1997,60,1,1,0,0,1,0,Y,N,,31-Mar-97,"$25,000.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1005255000,Clark's Inc.,VISTA,CA,92084,CALIFORNIA BANK & TRUST,CA,442210,06-Nov-02,2003,2,2,1,0,0,1,0,Y,N,29-Mar-06,30-Nov-02,"$40,000.00",$0.00,CHGOFF,"$40,000.00","$40,000.00","$20,000.00"
1005264007,AMERICAN CERTIFIED HOME INSPEC,BOISE,ID,83703,WELLS FARGO BANK NATL ASSOC,SD,0,03-Mar-97,1997,60,1,1,0,0,1,0,T,N,,30-Apr-00,"$2,585.00",$0.00,,$0.00,"$10,000.00","$5,000.00"
1005265003,James Byung Ho Park dba Parago,DOWNEY,CA,90242,CALIFORNIA BANK & TRUST,CA,422990,06-Nov-02,2003,83,10,1,0,0,1,0,N,N,,30-Nov-02,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1005273003,"GENERAL SOLAR COMPANY, INC.",SIOUX CITY,IA,51111,,,0,03-Jul-80,1980,120,3,1,0,0,0,0,N,N,08-Feb-90,,$0.00,$0.00,,"$142,666.00","$350,000.00","$350,000.00"
1005274010,FLAMINGO INN,FORT MEYERS BEACH,FL,33931,WELLS FARGO BANK NATL ASSOC,SD,0,03-Mar-97,1997,60,7,1,0,0,1,0,T,N,,31-Mar-97,"$16,018.00",$0.00,P I F,$0.00,"$15,000.00","$7,500.00"
1005275006,Danny W. Temple and Beau M. Te,MONTE VISTA,CO,81144,CALIFORNIA BANK & TRUST,CA,561730,06-Nov-02,2003,36,2,1,0,0,1,2,Y,N,,31-Dec-02,"$25,000.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1005285009,"J & V Enterprises, LLC",COLORADO SPRINGS,CO,80906,CALIFORNIA BANK & TRUST,CA,722211,10-Dec-02,2003,36,30,1,0,0,1,1,Y,N,,31-Dec-02,"$64,263.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1005294005,"PARAMOUNT WINDOW MFG., INC.",FLINT,MI,48507,FIFTH THIRD BANK,OH,0,03-Mar-97,1997,132,8,1,0,0,1,0,N,N,,30-Nov-97,"$525,000.00",$0.00,P I F,$0.00,"$525,000.00","$393,750.00"
1005295001,Susana Chung dba Law Offices o,LOS ANGELES,CA,90010,CALIFORNIA BANK & TRUST,CA,541110,10-Dec-02,2003,36,8,1,0,0,1,0,Y,N,,31-Dec-02,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1005305002,"La Rouge Towers, Inc.",MIAMI,FL,33193,CALIFORNIA BANK & TRUST,CA,334290,10-Dec-02,2003,34,8,1,0,0,1,0,N,N,12-May-08,31-Dec-02,"$100,000.00",$0.00,CHGOFF,"$66,666.00","$100,000.00","$50,000.00"
1005314009,"CROWN PALACE ENTERPRISES, INC.",DECATUR,GA,30030,UNITED COMMERCIAL BANK,GA,0,03-Mar-97,1997,60,7,1,0,0,1,0,0,N,,30-Apr-97,"$155,000.00",$0.00,P I F,$0.00,"$155,000.00","$116,250.00"
1005315005,Ronald & Susan Sundburg,EMPIRE,CA,95319,CALIFORNIA BANK & TRUST,CA,541940,10-Dec-02,2003,36,8,1,0,0,1,2,Y,N,,31-Dec-02,"$10,000.00",$0.00,P I F,$0.00,"$10,000.00","$5,000.00"
1005325008,Andrew Katz dba Allcare Foothe,PALMDALE,CA,93550,CALIFORNIA BANK & TRUST,CA,621391,10-Dec-02,2003,83,3,1,0,0,1,0,Y,N,,31-Dec-02,"$242,540.00",$0.00,P I F,$0.00,"$86,000.00","$43,000.00"
